"Nr","name","street","zip","city","openingHours","phone","fax","mail","web","facebook","speakerPrivate","speakerPublic","spokenLanguages","tags","description","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27"
"10","RAA Sachsen Opferberatung - Unterstützung für Betroffene rechtsmotivierter und rassistischer Gewalt","Bautzner Str. 45 ","01099","Dresden","عن طريق المواعيد  الاثنين - الجمعة، 09:00 حتي 18:00","(0351) 88 9 41 74
(0172) 9 74 12 68",,"opferberatung.dresden@raa-sachsen.de","http://raa-sachsen.de/index.php/dresden.html","0","0","0","ألماني، إنجليزي","المساعدات المالية للمنظمات اللاجئين في دريسدن والتعليم للمدارس عن الفرار واللجوء","0",,,,,,,,,,,
"11","Willkommen in Hochland","Wachwitzer Höhenweg 10","01328","Dresden","المواعيد متوفرة عند الطلب","0",0.00,"ah1944@web.de","0","0","Michael Bockting, 
Andrea Schomberg, 
Ralf Wilhelm,
Herbert Effinger, 
Gebhard Ruess","0","ألماني، إنجليزي","فردية وسرية، متعدد اللغات والاستشارات المجانية والدعم
لضحايا العنف racistic، أقربائهم وأصدقائهم والشهود لهجوم ","""الهدف من هذه المنظمة هو تحسين المعيشة
أوضاع اللاجئين وطالبي اللجوء في دريسدن والمتاخمة
المناطق. نحن نقدم المساعدة والدعم لوصول في دريسدن و
دمج السكان الجدد. نحن نقدم مشورة والرعاية / دعم وتطوير فرص العمل والثقافات وغيرها من الأحداث "".",,,,,,,,,,,
"12","SPIKE Dresden","Karl-Laux-Str. 5","01219","Dresden","الاثنين: 9:00 - 12 (ظهرا)، الثلاثاء: 09:00 - 12 (ظهرا) و13:00 حتي 17:30","0351/ 281 80 84",0.00,"kontakt@spikedresden.de","www.spikedresden.de","www.facebook.com/SPIKEdresden","Ellen Demnitz-Schmidt","Ellen Demnitz-Schmidt, Frank Meißner","ألماني، إنجليزي","الأنشطة الترفيهية، تعلم اللغة الألمانية، والاتصالات مع المتطوعين والمساعدين، والرحلات، وجمع التبرعات والمساعدات للحياة اليومية والرعاية","ننظم مساعدة / دعم لطالبي اللجوء في Leubnitz-Neuostra ومناطق أخرى من المدينة. نحن نقدم مكان ودية ومفتوحة للاجتماعات، والترفيه، والتفاني الاجتماعي، وتنسيق العروض المختلفة، وتقديم الدعم والتواصل. غرفنا حتى يمكن استخدامها بعد ساعات العمل للإجراءات الخاصة. وتدعى كل الاحد والاربعاء من 16.00 -20.00 الناس لتلبية الاختلاط / اقامة اتصال، وتلبية طالبي اللجوء وتخطيط الأنشطة المشتركة.",,,,,,,,,,,
"13","AWO Sonnenstein gGmbH, Migrationsberatung für Erwachsene","Prohliser Allee 10","01239","Dresden","الاثنين: 9:00 - 12 (ظهرا)، الثلاثاء: 09:00 - 12 (ظهرا) و13:00 حتي 17:30","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"14","AWO Sonnenstein gGmbH, Asylberatung","Prohliser Allee 10","01239","Dresden","الثلاثاء 01:00 حتي 17:00، الجمعة 09:00 - 12 (ظهرا)","0351-26068027",0.00,"asyl@awo-sonnenstein.de","0","0","0","0","0","0","0",,,,,,,,,,,
"15","ZMO-Jugend e.V.","Kipsdorfer Str. 100","01277","Dresden","0","0351 / 28 99 276",0.00,"zmo-jugend@web.de","www.zmo-jugend.de","Facebook.de/ZMO.Jugend.Dresden","Valentina Ohngemach,               Wladimir Tschurikow                ","Valentina Ohngemach,            Wladimir Tschurikow","الروسية الألمانية","التشاور والحوار ومرافقة العروض والتعليمية ووقت الفراغ وعروض المشاركه، برامج رياضية والموسيقى، لقاءات بين الثقافات","فنادقنا من ""ملتقى الثقافات للشباب"" ادريسيس الأطفال والمراهقين وكذلك الآباء والأمهات مع وبدون خلفية المهاجرة. علينا أن نعمل وفقا لاحتياجات ومصالح زوارنا وأعضاء. منذ صعود أعداد اللاجئين، ويطلب من عروضنا خاصة من قبل هذه الفئة المستهدفة. نحن التواصل مع الدوائر والمؤسسات المهنية في مجال الهجرة.",,,,,,,,,,,
"16","Johannstädter Kulturtreff e.V.","Elisenstraße 35","01307","Dresden","الاثنين - الخميس 09:00 حتي 09:00، الجمعة 09:00 حتي 05:00","0351 4472823",0.00,"kontakt@johannstaedterkulturtreff.de","www.johannstaedterkulturtreff.de","https://www.facebook.com/pages/Johannst%C3%A4dter-Kulturtreff-eV/168294379862523?ref=tn_tnmn","Matthes Blank","0","ألماني، إنجليزي","الأنشطة الحرة الوقت والفنون والثقافة البرامج، البرامج الرياضية، لقاءات بين الثقافات","""في غرفنا والمحترفات الفنية التي نقدمها مساحة للدروس والأنشطة والمشاريع
- هناك العديد من الاحتمالات السمن الطبخ، الرياضة، لقاءات، والفنون والثقافة "".",,,,,,,,,,,
"17","Verein Pro Pieschen e.V.","Arno-Lade-Straße 9","01129","Dresden","0","01778584201",0.00,"info@propieschen.de","www.propieschen.de","https://www.facebook.com/propieschen?ref=hl","Heidi Geiler","0","0","شبكة منطقة المدينة، والمعلومات، وتنسيق المشروع","0",,,,,,,,,,,
"18","Pieschen für alle","0","0","Dresden","0","0",0.00,"info@pieschen-fuer-alle.de","www.pieschen-fuer-alle.de","https://www.facebook.com/propieschen?ref=hl","Anja Osiander","Heidi Geiler","0","0","0",,,,,,,,,,,
"19","Bündnis Buntes Meißen","0","01662","Meißen","0","0",0.00,"info@buntes-meissen.de","www.buntes-meissen.de","https://www.facebook.com/pages/Buntes-Meißen/","Andreas Bärisch/Kathleen Nagler","0","0","أنشطة وقت الفراغ، الرعاية، دورات تعلم اللغة الألمانية","0",,,,,,,,,,,
"20","MEDEA Frauen-und Mädchengesundtheitszentrum e.V.","Prießnitzstr.55","01099","Dresden","الثلاثاء - الخميس 2:00 حتي 5:00، الخميس 10:00 - 12 (ظهرا)، عن طريق المواعيد","0351-8495679; 015750979006",0.00,"medea-m-gupte@dmx.de","www.medea-dresden.de","0","Anke Müller-Gupte","0","ألماني، إنجليزي، كما هو مطلوب من قبل خدمة المجتمع تفسير مترجم","مشاورات الصحة والجلسات المفتوحة","مشاورات الصحية (علم النفس والتغذية والوقاية، والحمل، الطب البديل، ...)، وكذلك الجلسات المفتوحة للنساء:
المرأة الخميس الإفطار 10:00 - 12 (وليس في أيام العطلات / الإجازات)، اجتماعا للنساء والأطفال في KHJ Gorbitz، الخميس 04:00 حتي 18:00، بدءا من شهر مارس: الأربعاء 16:00 حتي 18:00",,,,,,,,,,,
"21","AG Asylsuchende [GRH]","0","0","Großenhain","0","0",0.00,"ag_asylsuchende_grh@riseup.net","0","0","0","0","ألماني، إنجليزي","أنشطة وقت الفراغ مع طالبي اللجوء، ومكافحة العنصرية العمل التربوي (انظر بلوق)","0",,,,,,,,,,,
"22","Ausländerrat Dresden e.V.","Heinrich-Zille-Straße 6 ","01219","Dresden","مكتب الاستشارات: من الاثنين إلى الأربعاء والجمعة
10:00 حتي 04:00","0",0.00,"info@auslaenderrat.de","www.auslaenderrat-dresden.de","www.facebook.com/Auslaenderrat.Dresden","Markus Degenkolb","0","الألمانية، الإنجليزية، الروسية، العربية","التشاور والرعاية التعليمية والجلسات المفتوحة (للنساء، الآباء، الشباب، ...)، وتشجيع الرياضة والعمل التربوي","0",,,,,,,,,,,
"23","Prohlis ist bunt","Prohliser Allee 33","01239","Dresden","الاثنين 10:00 حتي 01:00، الثلاثاء 13:00 حتي 17:00، الخميس 11:00 حتي 03:00","0351-27 272 16",0.00,"prohlis-ist-bunt@web.de; info@qm-prohlis.de","www.quartiersmanagement-prohlis.de","0","Veronika Gottmann","Veronika Gottmann","الشبكة الإقليمية في Prohlis. الألمانية الاجتماعات والرعاية، والترفيه، والنشرات،","الشبكة المحلية في Prohlis والاجتماعات لدورات تعلم اللغة الألمانية / المناقشات (؟)، ومرافق الترفيه، والتوجيه، والحواروإيجاد نشرة إعلانية","وذكرت شبكة ""Prohlis الخاصة العراقية نطحة"" (""Prohlis هو الملونة"") هو اتحاد الأندية والمؤسسات، ومكتب منطقة المدينة، وإدارة الربع، جمعية الكنيسة والأحزاب في Prohlis وتهدف إلى خلق جوا مريحا في هذه المنطقة. المهام الرئيسية هي التواصل وأنشطة المشروع. وجود شبكة منذ ربيع 2014.",,,,,,,,,,,
"24","Leuben ist bunt","Rottwerndorfer Str. 1","01257","Dresden","الاثنين 3-6 مساء، الأربعاء 3-6 بعد الظهر، الخميس 9:30 حتي 12:00، الجمعة 10:00 حتي  ١٣","0351-2728489",0.00,"leuben@vsp-dresden.de","www.vsp-dresden.org","0","Andreas Ermer","Katrin Baumgart","ألماني، إنجليزي","الشبكة المحلية، دروس تعليم اللغة الألمانية، الرعايات والعروض الرياضية واللقاءات والمهرجانات","لدينا شبكة ""فريق Leuben الخاصة العراقية نطحة"" (""فريق Leuben هو الملونة"") تتألف من ممثلين عن مكتب منطقة المدينة، والكنيسة والشباب مكتب المساعدات في فريق Leuben.",,,,,,,,,,,
"25","Saxonia Systems AG","Fritz Förster Platz 2","01069","Dresden","من الاثنين إلى الجمعة، 10:00 حتي 16:00","0351-47901670",0.00,"tina.gruhl@saxsys.de","0","0","Tina Gruhl","Tina Gruhl","ألماني، إنجليزي","شبكة والشحن، والاتصال مع المؤسسات الأخرى، دروس اللغة، IT التعليم الإضافي (عبر Arbeitsagentur درسدن)، التطبيق المحمول","كمؤسسة التي يتم تأسيسها في المجتمع نود أن نبذل جزء ممكن، وعلى تحمل المسؤولية. ونحن نعمل وثيقة مع مجلس اللاجئين سكسونية والوكالة الاتحادية للعمل. وبالتالي، نحن لسنا جمعية مع أنشطة مفتوحة لكننا نود أن نقدم دعمنا من خلال شبكتنا.",,,,,,,,,,,
"26","Netzwerk ""Gorbitz International""","Leutewitzer Ring 35 ","01169","Dresden","مشاورات لمدة ساعة للاللجوء في QM Gorbitz، الأربعاء 10:00 حتي 12:00","0351-3225728",0.00,"kontakt@qm-gorbitz.de","www.qm-gorbitz.de","0","Wolfgang Mueller, Ulrich Krause","0","ألماني، إنجليزي","التواصل والوساطة من العروض في حي المدينة. اجتماعات حول Gorbitz الدولية في إدارة الجودة متجر. حي النشرة WesthangPost (كل 3 أشهر)؛ مهرجان حي ""WesthangFest""","وذكرت شبكة ""Gorbitz الدولي هو تحالف نساء ورجل من Gorbitz والمناطق المحيطة بها تتألف من ممثلين من مرافق مختلفة، الرعايا، والأحزاب والجمعيات، والهدف المشترك هو الوقوف على علاقات جيدة في الجوار، والحفاظ على أتموشفيري مفتوحة ومرحبة للناس من مختلف البلدان. ضمن شبكة وجود المجموعات الفرعية والمشاريع مثل مقهى المجتمع، وهي مجموعة عمل للتنظيم والعلاقات العامة العمل، حديقة المجتمع، وهلم جرا.",,,,,,,,,,,
"27","Internationale Gärten Dresden e. V.","Pfotenhauerstraße 103","01307","Dresden","بشكل مستمر، الاجتماعات في أول يوم أربعاء من شهر","0151-53907002",0.00,"info@gaerten-ohne-grenzen.org","www.gaerten-ohne-grenzen.org","0","Manpreet Singh, Mohammad Al Masalme, Mattes Hoffmann","0","العربية والروسية والكردية، البنجابية، الصينية، اليابانية، الألبانية، الإنجليزية، الفرنسية، الإسبانية، الأوكرانية، التشيكية، الفارسية","المجتمع حديقة والدورات والفعاليات الثقافية","0",,,,,,,,,,,
"28","LAG politisch-kulturelle Bildung Sachsen e. V.","Schützengasse 18","01067","Dresden","0","0174-8032276",0.00,"kontakt@pokubi-sachsen.de","www.pokubi-sachsen.de","0","Kerstin Knye","Kerstin Knye","ألماني، إنجليزي، (الروسية والأوكرانية والاسبانية والبرتغالية بعد الترجمه) ""","المزيد من التعليم
- التطوعية والتربوية والعمل مع اللاجئين
- التمكين في بيئة التوفير
- العنصرية / الهجرة ""","لسنوات عديدة ونحن قد تم التعامل مع الموضوعات العنصرية، والهجرة، والطيران، واللجوء وتقديم المزيد من التعليم للعاملين والمتطوعين.
مسألة كيفية التصرف على علم اعتبارا من العنصرية ممكن وكيفية انتقاد ذلك، هو الموضوع الرئيسي. نحن نقدم الحوزات التمكين للأشخاص الذين تأثرت سلبا العنصرية، كذلك. يمكن طلب التعيينات والمحتويات والاحتياجات الخاصة. ",,,,,,,,,,,
"29","Netzwerk Asyl Migration Flucht (NAMF)","Prohliser Allee 10","0","Dresden","0","015752430666",0.00,"namf@notraces.net","www.namf.blogsport.de","0","Stefan Stein","0","0","مزيد من التعليم والمشاريع والضغط السياسي التعارف الخ","مبادرة سياسية من أجل حقوق الفارين والمهاجرين وضد العنصرية. لدينا قائمة البريد التي الأفراد والجماعات يمكن تبادل المعلومات وتنظيم أنفسهم. للانضمام إلى القائمة: البريد الإلكتروني للnamf@notraces.net",,,,,,,,,,,
"30","KAMA Dresden e.V.","0","0","Dresden","Plenum am 1. Mittwoch des Monats im Literaturhaus Villa Augustin (Antonstr 1); am dritten Donnerstag im Monat im AZ Conni, jeweils 19 Uhr; + nach Absprache","",0.00,"kama-dresden@riseup.net","www.kama-dresden.org","https://www.facebook.com/kamadresden?fref=ts","Carmen Burkel","0","الألمانية، الإنجليزية، الفرنسية، البرتغالية (عربي، التجرينيا بعد الترجمه)","دورات لطالبي اللجوء والمهاجرين وطالبي اللجوء لدرسدنر Bürger_innen، والأنشطة التعليمية والثقافية، ومنصة لتبادل","كما أننا KAMA درسدن فولت نرى أنفسنا كمنصة لتبادل البرامج الثقافية والتعليمية. وتقدم ومعدلات طالبي اللجوء والمهاجرين وطالبي اللجوء. وحتى Kursleiter_innen، يوفر النادي تصميم محتوى الدعم المالي والتنظيمي، والتركيز الموضوعي هو الغواصين مثل دروس الطبخ، ودورات اللغة والحرف دورات وحلقات النقاش، وهلم جرا. وتأخذ هذه المشاركة تجري على أساس التبرع، ونحن نعمل على شبكة الحية بين العاملين في الجمعيات، وقادة الدورة والمشاركين.",,,,,,,,,,,
"31","Ausländerbeirat","0","0","Dresden","0","0",0.00,"0","http://www.dresden.de/de/02/030/c_04.php","0","0","0","0","0","0",,,,,,,,,,,
"32","Welcome Center TU Dresden ","Nürnberger Str. 31a","01187","Dresden","الثلاثاء، الأربعاء، الخميس 10:00 - 12 ظهرا والأربعاء 1-3 مساء وذلك بالحصول علي موعد","49-351-463 34009",,"welcome.center@tu-dresden.de","http://tu-dresden.de/internationales/welcomecenter/startseite/welcome_center","http://www.facebook.com/welcomecenter.DDc","0","0","0","0","0",,,,,,,,,,,
"33","medinetz","Heinrich-Zille-Straße 6 ","01219","Dresden","0","0177-1736781",0.00,"0","http://www.semaz.monoceres.uberspace.de/medinetz/","0","0","0","0","0","Die Menschenrechtsinitiative Medinetz Dresden e.V. vermittelt anonym und kostenlos medizinische Hilfe für Geflüchtete und Menschen ohne Aufenthaltsstatus.
 Wir sind eine unabhängige Initiative von Studierenden und engagierten ÄrztInnen, die von vielen Dresdener ÄrztInnen, Pflegenden, PsychotherapeutInnen, Hebammen und DolmetscherInnen unterstützt wird. 
Unser primäres Ziel ist es, Menschen ohne Papiere in Dresden und Umland Zugang zu einer medizinischen Versorgung zu ermöglichen, weil diese von staatlicher Seite nicht gewährleistet wird.
Der Anspruch auf eine angemessene medizinische Versorgung ist ein Menschenrecht, welches Menschen ohne Papiere im Moment faktisch vorenthalten wird. Auch Asylsuchenden wird nur eine eingeschränkte 
medizinische Versorgung gewährt. Mit unserer Arbeit möchten wir den Betroffenen den Zugang ermöglichen.",,,,,,,,,,,
"34","Sächsischer Flüchtlingsrat","Dammweg 5","01097","Dresden","0351-458-17094","0351/30990102, 0351/87451710",,"info@saechsischer-fluechtlingsrat.de","http://saechsischer-fluechtlingsrat.de/","https://www.facebook.com/pages/S%C3%A4chsischer-Fl%C3%BCchtlingsrat-eV/204490826370915?fref=ts","Ali Moradi, Patrick Irmer","0","ألماني، إنجليزي، العربية، الفارسية، الروسية، الفرنسية، الإيطالية","المشورة والرعاية والتعليم، والتعليم، واللجوء إجراءات المشورة والرعاية الاجتماعية","0",,,,,,,,,,,
"35","traumaberatung","Fetscherstraße 74","01307","Dresden","0","0351-458-17094",,"0","http://www.psychosomatik-ukd.de/","0","0","Prof. Dr. med. habil. Kerstin Weidner ","0","0","0",,,,,,,,,,,
"36","gemeindedolmetscherdienst","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"37","Regionalkoordination Flüchtlingssozialarbeit Cotta","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"38","Regionalkoordination Flüchtlingssozialarbeit Prohlis/Leuben","Lohrmannstr.20","01237","Dresden","الخميس 13:00 -16.00h","Prohlis: 0157 38524468 u.Leuben 0152 54918797",0.00,"asyl@caritas-dresden.de","","0","Herr Dietze , Herr Fried","0","العربية والروسية والإنجليزية،","Soziale Beratung und Begleitung von Asylsuchenden in Prohlis und Leuben 
(dezentrale Unterbringung); Koordination der Angebote für Asylsuchende 
in Prohlis und Leuben, Ehrenamtsarbeit","Koordination der Angebote für Asylbewerber in Prohlis und Leuben, Ehrenamtsarbeit",,,,,,,,,,,
"39","Regionalkoordination Flüchtlingssozialarbeit Altstadt/Pauen","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"40","Regionalkoordination Neustadt/Klotzsche/Pieschen","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"41","Regionalkoordination Blawitz/Schönfld-Weißig/Loschwitz","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"42","Dresdner Verein für soziale Integration von Ausländern und Aussiedlern e.V.","Lingneralle 3","01069","Dresden","من الاثنين إلى الخميس 9:00 حتي 17:00، الجمعة 09.00 - 13.00","0351 4843803",,"viaa.dd@t-online.de","www.convectus.de","0","Dr. Ingrid Blankenburg","0","0","المشورة والخدمات المساعدة تفسير والتوجيه لطالبي اللجوء والنساء ودورات تدريبية للالألمانية","siehe website",,,,,,,,,,,
"43","Jugendmigrationsdienst","Schweriner Str.27","01067","Dresden","الاثنين بعد الحصول علي موعد الخميس 13.00h. 17: 30","0351 4984746 /745/ 742",,"jmd@caritas-dresden.de","www.caritas-dresden.de","0","0","0","0","نصيحة للشباب المهاجرين وMigrantenbis 27 سنوات لتعلم اللغة، والمدرسة، والتعليم والعمل والدراسة","Der JMD ist eine Beratungstelle  für junge Migrantinnen und Migranten bis 27 Jahren. Schwerpunkte sind die Beratung zu Fragen von Schule, Sprache , Beruf und Studium.Außerdem gibt es eine Fachkraft für Kinderschutz (§ 8a SGB VIII).",,,,,,,,,,,
"44","International Café im Artderkultur e.V.","Görlitzer Str. 42","01099","Dresden","الجمعة 14،00-19،00","0172-3434059 (Pune)
0163-1628201 (Fabiane)",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"45","HELLERAU - Europäisches Zentrum der Künste Dresden","Karl-Liebknecht-Str. 56","01109","Dresden","freier Eintritt für Flüchtlinge, interk. Garten Golgi Park, Kitchentalk","0351 2646237",0.00,"wetzel@hellerau.org (Frauke Wetzel)","www.hellerau.org","0","0","0","0","0","0",,,,,,,,,,,
"46","Altstädter Dialog","0","0","Dresden","0","0",0.00,"FBauer1@dresden.de","0","0","OAL Herr Barth, Stellv. Herr Bauer","0","0","0","neugegründete Initiative aus Verwaltung, Vereinen und Zivilgesellschaft",,,,,,,,,,,
"47","Gruppe Cartonage","0","0","Dresden","0","0",0.00,"gruppe.cartonage@notraces.net","http://cartonage.blogsport.de/","0","","0","0","0","Für Rechte von Flüchtlingen in Deutschland Kritik an den bestehenden Strukturen des Umgangs mit diesen",,,,,,,,,,,
"48","Dresden - place to be e. V.","Dr.-Külz-Ring 12","01067","Dresden","0","0151 23701485",0.00,"dd.placetobe@googlemail.com","http://www.dresden-place-to-be.de/","0","0","0","0","0","0",,,,,,,,,,,
"49","Bürgercourage e.V.","Prießnitzstraße 18","01099 ","Dresden","0","0157-73 82 77 62",,"info@buerger-courage.de","0","0","0","0","0","0","0",,,,,,,,,,,
"50","Runder Tisch Asyl, OA Neustadt","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"51","Jugendwerk Dresden","Oberwachwitzer Weg 13","01326 ","Dresden","0","0",0.00,"change@betterplace.org","https://www.betterplace.org/en/organisations/jugendwerkdresden","0","0","0","0","0","0",,,,,,,,,,,
"52","Initiative für Flüchtlinge Bühlau-Rochwitz","0","0","Dresden","0","0",0.00,"Christian-karpf@gmx.de","0","0","Christian Karpf","Christian Karpf","0","0","0",,,,,,,,,,,
