"Nr","name","street","zip","city","openingHours","phone","fax","mail","web","facebook","speakerPrivate","speakerPublic","spokenLanguages","tags","description","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27"
"10","RAA Sachsen Opferberatung - Unterstützung für Betroffene rechtsmotivierter und rassistischer Gewalt","Bautzner Str. 45 ","01099","Dresden","su appuntamento: lun - ven, 9:00-18:00","(0351) 88 9 41 74
(0172) 9 74 12 68",,"opferberatung.dresden@raa-sachsen.de","http://raa-sachsen.de/index.php/dresden.html","0","0","0","tedesco, inglese","consulenza e supporto multilinguale, confidenziale, centrati sul cliente, di partito e gratuito per persone colpite da violenza razzista ed estremista e dei loro amici, parenti e testimoni",,,,,,,,,,,,
"11","Willkommen in Hochland","Wachwitzer Höhenweg 10","01328","Dresden","su appuntamento","0",0.00,"ah1944@web.de","0","0","Michael Bockting, 
Andrea Schomberg, 
Ralf Wilhelm,
Herbert Effinger, 
Gebhard Ruess","0","tedesco, inglese","corsi di lingua sull'altopiano di Dresda, raccolta di donazioni, pubbliche relazioni, attività per il tempo libero, dialogo, accettazione di sponsorizzazioni","Obiettivo dell'associazione è il miglioramento delle condizioni di vita di rifugiati e asilanti a Dresda e nei luoghi circostanti. Questo scopo viene ambito attraverso un'assistenza supportante all'arrivo a Dresda e una migliore integrazione dei nuovi abitanti. A ciò fanno parte: consulenza, assistenza, sviluppo di possibilità di occupazione, eventi interculturali. ",,,,,,,,,,,
"12","SPIKE Dresden","Karl-Laux-Str. 5","01219","Dresden","quotidianamente 13:00-20:00, sabato chiuso","0351/ 281 80 84",,"kontakt@spikedresden.de","www.spikedresden.de","www.facebook.com/SPIKEdresden","Ellen Demnitz-Schmidt","Ellen Demnitz-Schmidt, Frank Meißner","tedesco, inglese","corsi di lingua sull'altopiano di Dresda, raccolta di donazioni, pubbliche relazioni, attività per il tempo libero, dialogo, accettazione di sponsorizzazioni","Organizziamo un aiuto concreto per asilanti in Leubnitz-Neuostra e luoghi circostanti. Offriamo un luogo amichevole ed aperto dell'incontro, per il tempo libero, impegno sociale, coordinazione di offerte, supporto e come punto d'incontro di altre reti sociali. Le nostro sale sono a disposizione anche oltre il nostro orario di apertura per azioni sociali. Sempre la domenica e il mercoledì dalle 16 alle 20 si possono incontrare volontari e interessati da noi per stabilire contatti, incontrare asilanti e per progettare attività e offerte insieme.",,,,,,,,,,,
"13","AWO Sonnenstein gGmbH, Migrationsberatung für Erwachsene","Prohliser Allee 10","01239","Dresden","lun: 9:00 - 12:00, mar: 9:00 - 12:00, 13:00-17.30",,0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"14","AWO Sonnenstein gGmbH, Asylberatung","Prohliser Allee 10","01239","Dresden","mar: 13:00 - 17:00, ven 9:00 - 12:00","0351-26068027",0.00,"asyl@awo-sonnenstein.de","0","0","0","0","0","0",,,,,,,,,,,,
"15","ZMO-Jugend e.V.","Kipsdorfer Str. 100","01277","Dresden","0","0351 / 28 99 276",0.00,"zmo-jugend@web.de","www.zmo-jugend.de","Facebook.de/ZMO.Jugend.Dresden","Valentina Ohngemach,               Wladimir Tschurikow                ","Valentina Ohngemach,            Wladimir Tschurikow","tedesco, russo","servizi di dialogo, consulenza, supporto, attività libera, sport e musica, incontri interculturali, educazione, opportunità di partecipazione","Con il nostro servizio ""Luogo d'incontro interculturale per ragazzi"" ci rivolgiamo a bambini, ragazzi così come adulti con o senza sfondo di migrazione. In ciò ci orientiamo ai bisogni e agli interessi dei nostri ospiti. Da quando i numeri degli asilanti sono saliti, anche il nostro servizio viene principalmente usato da migranti. Siamo collegati con altri importanti attori nel tema migrazione con i quali cooperiamo.",,,,,,,,,,,
"16","Johannstädter Kulturtreff e.V.","Elisenstraße 35","01307","Dresden","lun-gio: 9:00 - 21:00; ven: 9:00 - 17:00","0351 4472823",,"kontakt@johannstaedterkulturtreff.de","www.johannstaedterkulturtreff.de","https://www.facebook.com/pages/Johannst%C3%A4dter-Kulturtreff-eV/168294379862523?ref=tn_tnmn","Matthes Blank","0","tedesco, inglese","attività per il tempo libero, offerte d'arte e di cultura, offerte sportive, incontri interculturali","Mettiamo a disposizione le nostre stanze e botteghe/laboratori artistici per corsi ed altri eventi - dalla cucina, sport ed incontri ad azioni ed eventi artistici e culturali, molte cose sono possibili.",,,,,,,,,,,
"17","Verein Pro Pieschen e.V.","Arno-Lade-Straße 9","01129","Dresden","0","01778584201",0.00,"info@propieschen.de","www.propieschen.de","https://www.facebook.com/propieschen?ref=hl","Heidi Geiler","0","0","informazioni, coordinazione del progetto",,,,,,,,,,,,
"18","Pieschen für alle","0","0","Dresden","0","0",0.00,"info@pieschen-fuer-alle.de","www.pieschen-fuer-alle.de","https://www.facebook.com/propieschen?ref=hl","Anja Osiander","Heidi Geiler","0","0",,,,,,,,,,,,
"19","Bündnis Buntes Meißen","0","01662","Meißen","0","0",0.00,"info@buntes-meissen.de","www.buntes-meissen.de","https://www.facebook.com/pages/Buntes-Meißen/","Andreas Bärisch/Kathleen Nagler","0","0","attività per il tempo libero, sponsorizzazioni, corsi di tedesco",,,,,,,,,,,,
"20","MEDEA Frauen-und Mädchengesundtheitszentrum e.V.","Prießnitzstr.55","01099","Dresden","mar-mer: 14:00 - 17:00; gio: 10:00 - 12:00, 14:00 - 17:00; su appuntamento","0351-8495679; 015750979006",0.00,"medea-m-gupte@dmx.de","www.medea-dresden.de","0","Anke Müller-Gupte","0","tedesco, inglese, su necessità interprete del servizio generale interpreti","consulenza medica, incontri ad accesso libero","Oltre alle consulenze mediche (psichiatria, nutrizione, gravidanza, prevenzione, etc.) offriamo incontri aperti per donne - colazione delle donne giovedì 10-12 (non durante le ferie) - e un incontro per donne con bambini - nel KJH Gorbitz mercoledì 16-18",,,,,,,,,,,
"21","AG Asylsuchende [GRH]","0","0","Großenhain","0","0",0.00,"ag_asylsuchende_grh@riseup.net","0","0","0","0","tedesco, inglese","attività per il tempo libero con asilanti, educazione antirazzista",,,,,,,,,,,,
"22","Ausländerrat Dresden e.V.","Heinrich-Zille-Straße 6 ","01219","Dresden","servizio di consulenza: lun, mar, mer, ven: 10:00 - 16:00","0",0.00,"info@auslaenderrat.de","www.auslaenderrat-dresden.de","www.facebook.com/Auslaenderrat.Dresden","Markus Degenkolb","0","tedesco, inglese, russo, arabo","consulenza, sponsorizzazioni per l'educazione, incontri ad accesso libero, (incontri per le donne, per i padri, per i giovani, etc.) promozione dello sport, lavori di educazione",,,,,,,,,,,,
"23","Prohlis ist bunt","Prohliser Allee 33","01239","Dresden","lun: 10:00 - 13:00; mar: 13:00 - 17:00; gio: 11:00 - 15:00","0351-27 272 16",0.00,"prohlis-ist-bunt@web.de; info@qm-prohlis.de","www.quartiersmanagement-prohlis.de","0","Veronika Gottmann","Veronika Gottmann","regionales Netzwerk in Prohlis; Deutschtreffs, Patenschaften, Freizeitaktivitäten, Flyer,","rete regionale di Prohlis, incontri per imparare il tedesco, sponsorizzazioni, attività per il tempo libero, opportunità di dialogo, volantinaggio","La rete sociale ""Prohlis colorata"" è un unione di associazioni, circoli, uffici di luogo, partiti, parrocchie, etc. di Prohlis e ha l'intenzione di creare un clima di accoglienza per asilanti e rifugiati. Il compito principale è il lavoro per la rete sociale così come su dei progetti definiti. La rete sociale esiste da inizio 2014.",,,,,,,,,,,
"24","Leuben ist bunt","Rottwerndorfer Str. 1","01257","Dresden","lun: 15:00 - 18:00; mer: 15:00 - 18:00; gio: 9:30 - 12:00; ven: 10:00 - 13:00","0351-2728489",0.00,"leuben@vsp-dresden.de","www.vsp-dresden.org","0","Andreas Ermer","Katrin Baumgart","tedesco, inglese","rete regionale Leuben, corsi di tedesco, sponsorizzazioni, attività sportive, incontri, feste","La rete sociale ""Leuben colorata"" è costituita da rappresentanti di parrocchie, uffici di luogo, servizi per la gioventù etc. del quartiere",,,,,,,,,,,
"25","Saxonia Systems AG","Fritz Förster Platz 2","01069","Dresden","lun-ven: 10:00 - 16:00","0351-47901670",0.00,"tina.gruhl@saxsys.de","0","0","Tina Gruhl","Tina Gruhl","tedesco, inglese","servizi di rete e mediazione; contatto con altre aziende; corsi di tedesco; corsi di formazione di informatica (attraverso agenzia del lavoro), app per smartphone","Come azienda incorporata nella società ci vogliamo anche noi, per quanto possibile, coinvolgere e assumere le nostre responsabilità. Noi siamo in stretta collaborazione con il consiglio per i rifugiati della sassonia e con l'agenzia del lavoro. In questo senso non siamo un'organizzazione con attività aperte al pubblico, ma abbiamo sempre un orecchio aperto e cerchiamo di aiutare attraverso i nostri contatti.",,,,,,,,,,,
"26","Netzwerk ""Gorbitz International""","Leutewitzer Ring 35 ","01169","Dresden","consultazione asilo, nel QM Gorbitz, mer: 10:00 – 12:00; appuntamenti della rete Gorbitz internazionale su domanda","0351-3225728",0.00,"kontakt@qm-gorbitz.de","www.qm-gorbitz.de","0","Wolfgang Mueller, Ulrich Krause","0","tedesco, inglese","mediazione per offerte e servizi nel quartiere; incontri per Gorbitz internazionale nel negozio QM, giornale di quartiere; Westhangpost; festa Westhang","La rete sociale ""Gorbitz internazionale"" è un' unione di uomini e donne di Gorbitz e dintorni e rappresentanti di istituti, parrochie, partiti e circoli, i quali si impegnano per una buona convivenza nel quartiere e i quali curano un clima di accoglienza per persone di provenienza estera. Nell'ambito della rete sociale esistono sottogruppi e progetti, come un cafè dell'incontro, organizzazione e relazioni pubbliche, giardino sociale etc.",,,,,,,,,,,
"27","Internationale Gärten Dresden e. V.","Pfotenhauerstraße 103","01307","Dresden","sempre aperto, assemblea generale 1. mercoledì del mese","0151-53907002",0.00,"info@gaerten-ohne-grenzen.org","www.gaerten-ohne-grenzen.org","0","Manpreet Singh, Mohammad Al Masalme, Mattes Hoffmann","0","arabo, russo, curdo, punjabi, cinese, giapponese, albanese, inglese, francese, ucraino, ceco, persico","corsi, eventi culturali, giardino sociale",,,,,,,,,,,,
"28","LAG politisch-kulturelle Bildung Sachsen e. V.","Schützengasse 18","01067","Dresden","0","0174-8032276",0.00,"kontakt@pokubi-sachsen.de","www.pokubi-sachsen.de","0","Kerstin Knye","Kerstin Knye","tedesco, inglese, (russo, ucraino, spagnolo, portoghese)","Formazioni: - volontariato pedagogico con asilanti - responsabilizzazione in spazi protetti - razzismo/migrazione","Ci occupiamo da molti anni con il tema razzismo, migrazione, fuga e asilo e offriamo formazioni per dipendenti a tempo pieno e volontari. In primo piano viene posta la domanda, come possiamo agire il più efficacemente possibile contro il razzismo. Inoltre offriamo dei seminari di rinvigorimento per persone, che sono state colpite negativamente dal razzismo. Eventi, contenuti e necessità concrete possono essere accordate.",,,,,,,,,,,
"29","Netzwerk Asyl Migration Flucht (NAMF)","Prohliser Allee 10","0","Dresden","0","015752430666",0.00,"namf@notraces.net","www.namf.blogsport.de","0","Stefan Stein","0","0","formazioni, azioni, lobbying politico, networking, etc.","Iniziativa politica per i diritti di asilanti e migranti e contro il razzismo. Abbiamo una mailing-list, attraverso la quale individui e gruppi si possono organizzare e condividere informazioni. Per una registrazione nella lista scrivere a: namf@notraces.net",,,,,,,,,,,
"30","KAMA Dresden e.V.","0","0","Dresden","sempre aperto, assemblea generale 1. mercoledì del mese","",0.00,"kama-dresden@riseup.net","www.kama-dresden.org","https://www.facebook.com/kamadresden?fref=ts","Carmen Burkel","0","tedesco, inglese, francese portogese (arabo, tigrino)","corsi di migranti e asilanti per residenti; opportunità di educazione e formazione culturale; piattaforma per scambi culturali","Noi ci concepiamo come una piattaforma per lo scambio attraverso offerte culturali e di educazione. I corsi sono tenuti da asilanti, migranti. La progettazione del contenuto spetta completamente agli istruttori, l'associazione offre solo un supporto finanziario o organizzativo. I temi dei corsi sono vari, ad esempio corsi di cucina, di lingua, di artigianato etc. La partecipazione è a base di donazioni libere. Lavoriamo a una viva cooperazione tra i collaboratori dell'associazione, gli istruttori e i partecipanti. ",,,,,,,,,,,
"31","Ausländerbeirat","0","0","Dresden","0","0",0.00,"0","http://www.dresden.de/de/02/030/c_04.php","0","0","0","0","0",,,,,,,,,,,,
"32","Welcome Center TU Dresden ","Nürnberger Str. 31a","01187","Dresden","sempre aperto, assemblea generale 1. mercoledì del mese","49-351-463 34009",,"welcome.center@tu-dresden.de","http://tu-dresden.de/internationales/welcomecenter/startseite/welcome_center","http://www.facebook.com/welcomecenter.DDc","0","0","0","0",,,,,,,,,,,,
"33","medinetz","Heinrich-Zille-Straße 6 ","01219","Dresden","0","0177-1736781",0.00,"0","http://www.semaz.monoceres.uberspace.de/medinetz/","0","0","0","0","0",,,,,,,,,,,,
"34","Sächsischer Flüchtlingsrat","Dammweg 5","01097","Dresden","0351-458-17094","0351/30990102, 0351/87451710",,"info@saechsischer-fluechtlingsrat.de","http://saechsischer-fluechtlingsrat.de/","https://www.facebook.com/pages/S%C3%A4chsischer-Fl%C3%BCchtlingsrat-eV/204490826370915?fref=ts","Ali Moradi, Patrick Irmer","0","tedesco, inglese, arabo, persico, russo, francese, italiano","consulenza; sponsorizzazione per l'educazione; lavoro educativo; consulenza sui metodi per la richiesta d'asilo; supporto sociale",,,,,,,,,,,,
"35","traumaberatung","Fetscherstraße 74","01307","Dresden","0","0351-458-17094",,"0","http://www.psychosomatik-ukd.de/","0","0","Prof. Dr. med. habil. Kerstin Weidner ","0","0",,,,,,,,,,,,
"36","gemeindedolmetscherdienst","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"37","Regionalkoordination Flüchtlingssozialarbeit Cotta","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"38","Regionalkoordination Flüchtlingssozialarbeit Prohlis/Leuben","Lohrmannstr.20","01237","Dresden","gio: 13:00 - 16:00","Prohlis: 0157 38524468 u.Leuben 0152 54918797",0.00,"asyl@caritas-dresden.de","","0","Herr Dietze , Herr Fried","0","arabo, russo, inglese","Soziale Beratung und Begleitung von Asylsuchenden in Prohlis und Leuben 
(dezentrale Unterbringung); Koordination der Angebote für Asylsuchende 
in Prohlis und Leuben, Ehrenamtsarbeit","Coordinazione delle offerte per asilanti in Prohlis e Leuben. Volontariato",,,,,,,,,,,
"39","Regionalkoordination Flüchtlingssozialarbeit Altstadt/Pauen","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"40","Regionalkoordination Neustadt/Klotzsche/Pieschen","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"41","Regionalkoordination Blawitz/Schönfld-Weißig/Loschwitz","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0",,,,,,,,,,,,
"42","Dresdner Verein für soziale Integration von Ausländern und Aussiedlern e.V.","Lingneralle 3","01069","Dresden","mar, gio: 9:00 – 17:00; ven: 9:00 – 13:00","0351 4843803",,"viaa.dd@t-online.de","www.convectus.de","0","Dr. Ingrid Blankenburg","0","0","consulenza; supporto; servizi di interprete; aiuti per l'orientamento di asilanti; corsi per donne e di tedesco","guarda sito web",,,,,,,,,,,
"43","Jugendmigrationsdienst","Schweriner Str.27","01067","Dresden","lun su appuntamento; giovedì 13:00 – 17:30","0351 4984746 /745/ 742",,"jmd@caritas-dresden.de","www.caritas-dresden.de","0","0","0","0","consulenza per giovani migranti fino a 27 anni su: apprendimento linguistico, scuola, formazioni, lavoro e studio","Siamo un sito di consulenza per giovani migranti fino ai 27 anni. Punti chiave sono consulenza su domande riguardanti scuola, lavoro, lingua e studio. Inoltre ci sono anche esperti per la protezione dei bambini (§ 8a SGB VIII).",,,,,,,,,,,
"44","International Café im Artderkultur e.V.","Görlitzer Str. 42","01099","Dresden","ven 14:00 - 19:00","0172-3434059 (Pune)
0163-1628201 (Fabiane)",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"45","HELLERAU - Europäisches Zentrum der Künste Dresden","Karl-Liebknecht-Str. 56","01109","Dresden","entrata gratuita per asilanti, giardino interculturale parco Golgi, cena di cultura","0351 2646237",0.00,"wetzel@hellerau.org (Frauke Wetzel)","www.hellerau.org","0","0","0","0","0","0",,,,,,,,,,,
"46","Altstädter Dialog","0","0","Dresden","መእተዊ ን ሓተቲ ዑቕባ ብነጻ፣ ኣብ Garten Golgi Park, ጸወታን ዕላልን","0",0.00,"FBauer1@dresden.de","0","0","OAL Herr Barth, Stellv. Herr Bauer","0","0","0","Iniziativa fondata da un unione fra amministrazione, associazioni e società civili ",,,,,,,,,,,
"47","Gruppe Cartonage","0","0","Dresden","0","0",0.00,"gruppe.cartonage@notraces.net","http://cartonage.blogsport.de/","0","","0","0","0","Per i diritti dei rifugiati in Germania. Contro le attuali strutture di come vengono trattati i migranti.",,,,,,,,,,,
"48","Dresden - place to be e. V.","Dr.-Külz-Ring 12","01067","Dresden","0","0151 23701485",0.00,"dd.placetobe@googlemail.com","http://www.dresden-place-to-be.de/","0","0","0","0","0","0",,,,,,,,,,,
"49","Bürgercourage e.V.","Prießnitzstraße 18","01099 ","Dresden","0","0157-73 82 77 62",,"info@buerger-courage.de","0","0","0","0","0","0","0",,,,,,,,,,,
"50","Runder Tisch Asyl, OA Neustadt","0","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","0",,,,,,,,,,,
"51","Jugendwerk Dresden","Oberwachwitzer Weg 13","01326 ","Dresden","0","0",0.00,"change@betterplace.org","https://www.betterplace.org/en/organisations/jugendwerkdresden","0","0","0","0","0","0",,,,,,,,,,,
"52","Initiative für Flüchtlinge Bühlau-Rochwitz","0","0","Dresden","0","0",0.00,"Christian-karpf@gmx.de","0","0","Christian Karpf","Christian Karpf","0","0","0",,,,,,,,,,,
"53","German lessons für Refugees Dresden","Bibliothek am WTC und Zweigstelle Neustadt","0","Dresden","0","0",0.00,"0","0","https://www.facebook.com/GermanLessonsforRefugees","0","","0","0","Corsi nella biblioteca centrale e di Neustadt.",,,,,,,,,,,
"54","Women* refugee meeting","M.-Luther-Str. 13","0","Dresden","0","0",0.00,"0","0","0","0","0","0","0","Offerta multilinguale: diverse attività per il tempo libero per donne asilanti, come cucinare, mangiare, ballare, praticare sport, conoscere donne tedesche",,,,,,,,,,,
"55","TOLERADE","0","0","Dresden","0","0176 / 22 77 85 48",0.00,"tolerave@gmail.com","0","0","Dana Bondartschuk ","0","0","0","Parata musicale, la quale si oppone alle tendenze antisemitiche a Dresda. Allo stesso tempo è una dimostrazione della diversità all'interno della cultura di Dresda.",,,,,,,,,,,
