"ID";"name";"category";"arrival";"openinghours";"description"
11;"Wagenplatz Karl Helga";"غذا و نوشیدنی";" Gießerstraße ← 14 تراموای";"دوشنبه ساعت20  ";
12;"Plaque";"غذا و نوشیدنی";" Gießerstraße ← 14 تراموای";"نجشنبه  ساعت20";
13;"sublab";"غذا و نوشیدنی";"Karl-Heine–Str. / Merseburgerstr. ← 14 تراموای";"شنبه ساعت20";
14;"Bäckerei";"غذا و نوشیدنی";" Lützner-/ Merseburger Str. ← 15, 8 تراموای";"دوشنبه ساعت19  ";
15;"Hinz und Kunz";"غذا و نوشیدنی";" G.–Schwarz- / Merseburger Str. ← 7 تراموای";"شنبه ساعت10";
16;"Schwarz 10";"غذا و نوشیدنی";" G.–Schwarz- / Merseburger Str. ← 7 تراموای";"پنجشنبه ساعت20,  یکشنبه ساعت10";
17;"Libelle";"غذا و نوشیدنی";"Westplatz ← 14, 8, 2, 1 تراموای";"شنبه ساعت20";
18;"B12";"غذا و نوشیدنی";" Südplatz ← 11, 10 تراموای";"سه شنبه ساعت20";
19;"Similde";"غذا و نوشیدنی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"سه شنبه ساعت20,پنجشنبه  ساعت20";
20;"Manfred";"غذا و نوشیدنی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"نجشنبه  ساعت20";
21;"Liwi";"غذا و نوشیدنی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"یکشنبه ساعت20";
22;"Zoro";"غذا و نوشیدنی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"سه شنبه ساعت20";
23;"2ek";"غذا و نوشیدنی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"یکشنبه ساعت15.30";
24;"Atari";"غذا و نوشیدنی";" Breite Str. ← 4 تراموای";"دوشنبه ساعت20  ";
25;"N.U.R.";"غذا و نوشیدنی";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"نجشنبه  ساعت20";
26;"109";"غذا و نوشیدنی";" Torgauer Platz ← 8, 3, 1 تراموای";"پنجشنبه ساعت13, جمعه ساعت21";
27;"Japanisches Haus";"غذا و نوشیدنی";" Torgauer Platz ← 8, 3, 1 تراموای";"شنبه ساعت19";
28;"Anna Linde Gemeinschaftsgarten ملاقات همسایگان در باغ";"باغچه ها";" Felsenkeller ← 3 تراموای";" جمعه ساعت 16 –19 /شبه ساعت 14 – 19";
29;"Nachbarschaftsgärten ملاقات همسایگان در باغ";"باغچه ها";" Felsenkeller ← 3 تراموای";"برای تعیین وقت مالقات فعالیت های باغبانی می توانید شما به لینک زیر مراجعه فرمایید –جمعه ساعت 14 — 19";
30;"Botanischer Garten der Universität Leipzig گلخانهٔ دانشگاه لایپزیگ";"باغچه ها";" Ostplatz ← 15, 12 تراموای";"Mo.—Fr. 10—16 h";"ورودی رایگان ولی برای شرکت در مراسم های مختلف مبلغ ورودی نیز وجود دارد"
31;"Querbeet ملاقات همسایگان در باغ";"باغچه ها";" Einertstraße ← 8, 3, 1 تراموای";"  سه شنبه ساعت 9.30-   14  / ساعت 16 ­ 19–  شنبه ساعت 16 - 19– شنبه ها  و شب ان ساعت  10 ";
32;"Bäckerei";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";"Lützner-/ Merseburger Str. ← 15, 8 تراموای";"1. Montag im Monat  Essen gegen Spende nur für Frauen, Lesben und Transsexuelle , Mi. 15—18 h Café für und mit Geflüchteten Frauen , Mi. 20 h joseph_ine: queer-feministischer Abend";
33;"Frauen für Frauen e.V. Leipzig / زنان برای زنان";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";" Südplatz ← 11, 10 تراموای";"در صورت بروز هرگونه مشکل اضطراری شما می توانید در کل شبانه روز با شماره  تماس بگیرید.";"مرکز مشاوره خانم ها (مالقات با تعیین وقت قبلی از طریق تلفن)"
34;"Soziokulturelles Zentrum Frauenkultur / مرکز حمایت هنرهای فرهنگی زنان";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";"Connewitzer Kreuz ← 11, 10, 9 تراموای";;"این ارگان از خانم ها و دخترهای هنرمند حمایت و پشتیبانی می نماید و مکانی جهت تبادل نظرات و همبستگی بیشتر بین افراد بخصوص خانم ها می باشد. شما می توانید برنامه های این مرکز را در صفحه اینترنتی ذیل مشاهده نمایید"
35;"RosaLinde e.V.";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";"Gerichtsweg ← 7, 4 تراموای";"دوشنبه ساعت 14 — 18 زمان مشاوره /  سه شنبه ساعت 12 — 18 زمان مشاوره / چهارشنبه ساعت 12 — 13 بت تعیین وقت قبلی  / از سه شنبه تا شنبه ساعت 19 — 22 کافه";"اطالعات و محل مشاوره خانم ها و اقایان همجنس گرا و افرادی با هرگونه گرایش جنسی"
36;"Internationale Frauen Leipzig e.V. / محفل خانم ها با ملیت های مختلف در ناحیه";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";" Torgauer Platz ← 8, 3, 1 تراموای";"دوشنبه ساعت 13 – 15 مشاوره /  چهارشنبه, جمعه ساعت 9 – 18 مشاوره";
37;"womens*space (109)";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"Jeden 2. Dienstag im Monat";"Ein geschützter Raum in für Frauen zum lachen, reden und gemeinsam Zeit zu verbringen. Kinder sind auch willkommen."
38;"Radsfatz Fahrradselbsthilfe";"مراکز و دفاتر مخصوص خانم ها و انواع افراد با تمایل های جنسی متفاوت";" Torgauer Platz ← 8, 3, 1 تراموای";" 1., 3. u. 5. Mi. im Monat 15 -19 h";"Fahrradwerkstatt für FLIT*"
39;"G16";"اینترنت و تلفن";" Gießerstraße ← 14 تراموای";"دوشنبه، پنجشنبه ساعت 15 — 20";"خانه ی گردهمایی‌های چپ‌گرایان آلمانشما در این مکان دسترسی به کامپیوتر و اینترنت رایگان دارید"
40;"Die Villa – Soziokulturelles Zentrum / خانهٔ فرهنگ و هنر";"اینترنت و تلفن";"Leibnizstr. ← 15, 7, 4, 3 تراموای Gottschedstr.← 14, 1 تراموای";"دوشنبه تا جمعه ساعت 14 — 19";"کامپیوتر استفاده کنید"
41;"Libelle";"اینترنت و تلفن";" Westplatz ← 14, 8, 2, 1 تراموای";"پنجشنبه ساعت 15 — 18";"کامپیوتر استفاده کنید"
42;"B12";"اینترنت و تلفن";" Südplatz ← 11, 10 تراموای";" 10 هرروز ساعت ";"کامپیوتر استفاده کنید"
43;"Conne Island";"اینترنت و تلفن";" Koburger Brücke ← 9 تراموای";"سه شنبه تا پنجشنبه ساعت 17 — 20";"خانه ی گردهمایی‌های چپ‌گرایان آلمانشما در این مکان دسترسی به کامپیوتر و اینترنت رایگان دارید"
44;"LinXXnet";"اینترنت و تلفن";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"دوشنبه تا جمعه ساعت 10 — 18.30";"اینترنت"
45;"109";"اینترنت و تلفن";" Torgauer Platz ← 8, 3, 1 تراموای";"Do. 11—15 h";"Internet, Drucker, Scanner, Kopierer"
46;"Wagenplatz RhizomiA  ";"اینترنت و تلفن";" Torgauer Platz ← 8, 3, 1 تراموای";"یکشنبه ساعت 14";"پارک‌های خود مختار لایپزیگ"
47;"Caritasladen und Möbeldienst";"البسه و وسایل کوچک";" Grünauer Allee ← 15, 8 تراموای";"دوشنبه ساعت 12 – 17 /   سه شننبه -جمعه ساعت 10 – 17";"مرکز ارأيه لباس ، وسایل منزل ، وسابل دانش اموزان و اسباب بازی"
48;"Seniorenhaus Selbsthilfe Plagwitz e.V.";"البسه و وسایل کوچک";" Felsenkeller ← 3 تراموای";"چهارشنبه، جمعه ساعت 10 – 17";"مرکز ارأيه لباس ، وسایل منزل ، کارآموزی"
49;"Advent Wohlfahrtswerk e.V.";"البسه و وسایل کوچک";" Nonnenstr. ← 14 تراموای";"اولین و سومین چهارشنبه هرماه ساعت 13 – 17";"مرکز ارأيه لباس ، وسایل منزل ، وسابل دانش اموزان و  اسباب بازی"
50;"DRK Kleiderkammer";"البسه و وسایل کوچک";" Felsenkeller ← 3 تراموای";"چهار شنبه ساعت 13 – 17/   جمعه ساعت 10 – 12";"مرکز ارأيه لباس ، وسایل منزل"
51;"Diakonie Passgenau";"البسه و وسایل کوچک";"Dantestraße ← 11, 10 تراموای";"سه شنبه-جمعه ساعت 11 – 18";" "
52;"Diakonie Leipziger Oase";"البسه و وسایل کوچک";" Johannisplatz← 15, 12, 7, 4 تراموای";"چهارشنبه، جمعه ساعت 10 – 14 ";"مرکز ارأيه لباس ، وسایل منزل و اسباب بازی"
53;"Deutsches Rotes Kreuz Kreisverband Leipzig Stadt e.V. / صلیب سرخ المان";"البسه و وسایل کوچک";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";"دوشنبه و پنجشنبه ساعت 9 — 14 /     سه شنبه ساعت 14 —  18 /     چهارشنبه ساعت 9 —  12, 14 — 17 ";"مرکز ارأيه لباس ، وسایل منزل"
54;"Con Han Hop";"Kleidung und Kram";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"Fr. 15 h";
55;"N.U.R.";"البسه و وسایل کوچک";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"پنج شنبه ساعت 19  ";
56;"Bürgerverein Schönefeld";"البسه و وسایل کوچک";"Stöckelstraße ← 1 تراموای";"دوشنبه-پنجشنبه ساعت 9 – 12  /    ساعت 14 – 17 /   جمعه ساعت 9 – 12";"مرکز ارأيه لباس ، اسباب بازی ، وسایل دانش اموزان ، کتاب و وسایل نوزاد"
57;"Anonyme Alkoholiker / الکلی‌های گمنام";"خدمات پزشکی و روان درمانی";;;"محفل افراد با گرایش مصرف نوشیدنی های الکلی بجز یکشنبه ها در نقاط مختلف شهر. شما می توانید از لینک زیر زمان و مکان این تجمعات را اطالع یابید"
58;"Deutsches Rotes Kreuz Kreisverband Leipzig Stadt e.V. / صلیب سرخ المان";"خدمات پزشکی و روان درمانی";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";"Mo., Do. 9—14 h";"مرکز مشاوره خانم های باردار و اعضای خانواده"
59;"Medinetz Leipzig / مرکز مشاور خدمات درمانی";"خدمات پزشکی و روان درمانی";"Wilhelm–Leuschner–Platz ← 14, 11, 10, 9, 8, 2 تراموای";"سه شنبه ها ساعت 16  — 18 مشاوره";"آیا مهاجر یا پناهنده هستید مندیننتز لایپزیگ سازمان کاملا غیر دولتی و ضدّ نژادپرستی است که در راستی‌ کمک‌های پزشکی‌ و داروی به پناهندگان خدمات رایگان ارائه میدهد . شما برای مرجعه به مراکز ما نیازی به هیچ بیمه‌ نامه یا مدرک خاصی‌ ندارید ساعت‌های ویزیت هفتگی"
60;"Haus Steinstraße e.V.";"خدمات پزشکی و روان درمانی";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";;"مشاوره خدمات روان درمانی"
61;"Aids Hilfe Leipzig";"خدمات پزشکی و روان درمانی";"Ossietzky- / Gorkistraße ← 1 تراموای";"Di., Do. 15—21 h ,  1. Mo. im Monat 13—15 h,  4. Mi. im Monat 16—18 h";"مرکز مشاوره و همیاری مربوط به بیماری های جنسی مثل ایدز و هپانید و..."
62;"Conne Island";"موسیقی";"Koburger Brücke ← 9 تراموای";;"Asylsuchende können an Konzerten, Lesungen etc. gegen eine Spende zur Bildungsoffensive (50 ct) teilnehmen."
63;"Müzik–Stüdyo.74";"موسیقی";"Volksgarten ← 3 تراموای";;"Hier kannst du Leute treffen und Musik machen, mit und ohne Vorkenntnissen. Es gibt Proberäume, ein Studio, Equipment und Instrumente. Musiker_innen können dir vor Ort helfen."
64;"Salve";"مشاوره مسأيل حقوقی و اجتماعی";"Lützner-/ Merseburger Str.← 15, 8 تراموای";"از دوشنبه تا جمعه ساعت 9.30 ­— 17";"مرکز تماس و مشاوره پناهندگان در غرب الیپزیگ جهت حمایت در ادارات و شرکت های حمل و نقل و همچنین پاسخ گوی سوال های مربوط به مسکن و اموزش و پرورش"
65;"Caritashaus Leipzig";"مشاوره مسأيل حقوقی و اجتماعی";" Westplatz ← 14, 8, 2, 1 تراموای";"دوشنبه ساعت 14 — 17/   جمعه ساعت 9 — 12";"دفتر کاریتاس"
66;"RefugeeLawClinic";"مشاوره مسأيل حقوقی و اجتماعی";"Wilhelm–Leuschner–Platz ← 14, 11, 10, 9, 8, 2 تراموای";;"Rechtsberatung von geflüchteten Menschen"
67;"Deutsches Rotes Kreuz Kreisverband Leipzig Stadt e.V/ صلیب سرخ المان";"مشاوره مسأيل حقوقی و اجتماعی";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";"سهشنبه ساعت 12 — 14/   پنجشنبه ها ساعت 9 — 11 ";"مشاوره مسأيل پناهندگی"
68;"Haus Steinstraße e.V.";"مشاوره مسأيل حقوقی و اجتماعی";"HTWK ← 11, 10, 9 تراموای";"Termine nach Vereinbarung";"مشاوره مسأيل حقوقی"
69;"LinXXnet";"مشاوره مسأيل حقوقی و اجتماعی";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"چهارشنبه ساعت 10 — 16";"مشاوره مسأيل اجتماعی"
70;"2ek";"مشاوره مسأيل حقوقی و اجتماعی";" Breite Straße ← 4 تراموای";"هر پنج شنبه دوم و چهارم ماه ساعت 16 — 18";"مشاوره مسأيل اجتماعی"
71;"Atari";"مشاوره مسأيل حقوقی و اجتماعی";" Breite Straße ← 4 تراموای";"So. 15 h";
72;"Bürgertreff Volkmarsdorf /محل تجمع مردمی فلکمرسدرف";"مشاوره مسأيل حقوقی و اجتماعی";" Torgauer Platz ← 8, 3, 1 تراموای";"مشاوره مسأيل اجنماعی دوشنبه ساعت 13 ­ — 15,هارشنبه تا جمعه ساعت 9 ­ — 18/  مشاوره مسأيل حقوقی اولین دوشنبه هر ماه ساعت 13 — 15 ,   اخرین چهارشنبه هر ماه ساعت 16 — 18 ";"انواع مشاوره ها به زبان المانی ، روسی ، رومانی ، عربی ، کردی ، اسپانیایی ، ترکی ، ویتنامی"
73;"Infobus";"مشاوره مسأيل حقوقی و اجتماعی";" Arcus Park. ← 3 تراموای";"چهارشنبه ساعت 17";"مشاوره حقوقی"
74;"Islamic Al–Sahra Center e.V. اجتماع اسالمی";"مکان های عقیدتی و مذهبی";"Angerbrücke ← 15, 8, 7, 3 تراموای";" دعای روز جمعه : ساعت زمستانی 13 | ساعت تابستانی 14  ";
75;"Synagoge und Begegnungszentrum Leipzig e.V. کنیسه";"مکان های عقیدتی و مذهبی";" Johannisplatz← 15, 12, 7, 4 تراموای";;
76;"Evangelisch–Lutherische St. Trinitatis–Gemeinde Leipzig کلیسای مسیحی لوتری";"مکان های عقیدتی و مذهبی";"Wilhelm–Leuschner–Platz ← 14, 11, 10, 9, 8, 2 تراموای";;
77;"Leipzig English Church / کلیسا به زبان انگلیسی";"مکان های عقیدتی و مذهبی";" K.–Liebknecht–Str. / K.–Eisnerstr. ← 11, 10 تراموای";"یکشنبه ساعت 10.30 / ساعت 18.30";"Gemeindehaus Andreaskirche"
78;"Russische Gedächniskirche  کلیسای روسی";"مکان های عقیدتی و مذهبی";"Deutsche Nationalbibliothek ← 16, 2 تراموای";"مراسم عبادت یکشنبه ها ساعت 10";
79;"Ukranian Greek Catholic Church کلیسای اکراینی";"مکان های عقیدتی و مذهبی";" Ribeck– / Stötteritzerstr. ← 4 تراموای";"مراسم عبادت یکشنبه ها ساعت 14";"(Römisch-katholische Pfarrei St. Laurentius)"
80;"Evangelische Koreanische Gemeinde in Leipzig اجتماع مسیحی کره یی";"مکان های عقیدتی و مذهبی";" Einertstraße ← 8, 3, 1 تراموای";"مراسم عبادت یکشنبه ها ساعت 11";
81;"Leipziger Zentrum für islamische Kultur und Forschung e.V. مسجد و اجتماع مسلمانان";"مکان های عقیدتی و مذهبی";" Einertstraße ← 8, 3, 1 تراموای";"دعای روز جمعه به زبان ترکی :ساعت زمستانی 13| ساعت تابستانی 14";"Takva مسچئی"
82;"Ahmadiyya Muslim Gemeinde / اجتماع مسلمانان";"مکان های عقیدتی و مذهبی";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";" دعای روز جمعه : ساعت زمستانی 13 | ساعت تابستانی 14  ";
83;"Vietnamesisch–Buddhistische Gemeinde Leipzig e.V. مکان بودایی";"مکان های عقیدتی و مذهبی";"Bautznerstr. ← 3 تراموای";"یکشنبه ساعت 10 – 16";
84;"Gurdwara Gurmat Parchar e.V.";"مکان های عقیدتی و مذهبی";"Barbarastr. ← 8, 7 تراموای";"روزانه ساعت 8 – 20";
85;"Salve";"زبان";"Lützner-/ Merseburger Str. ← 15, 8 تراموای";;"(Vermittlung von ÜbersetzterInnen)"
86;"Salve";"زبان";"Lützner-/ Merseburger Str. ← 15, 8 تراموای";"دوشنبه و چهارشنبه ساعت 10.30 –12 مبتدی / سه شنبه و پنجشنبه ساعت 13.30 –15 پیشرفته";"نشانی بالا"
87;"Die Villa – Soziokulturelles Zentrum";"زبان";"Leibnizstr. ← 15, 7, 4, 3 تراموای  Gottschedstr. ← 14, 1 تراموای";"Soirée Polyglotte  سهشنبه ساعت 20";"گردهمایی افراد گوناگون با زبان های مختلف که شما می توانید از زمان انها در لینک با خبر شوید. در این دیدارها افرادها هر هفته با هر زبان مشترک دور هم می نشینند و صحبت می نمایند."
88;"Caritashaus Leipzig";"زبان";" Westplatz ← 14, 8, 2, 1 تراموای";"سهشنبه ساعت 13.30 – 15 پیشرفته   /  پنجشنبه ساعت 13.30 –15 گفتگو";
89;"Uni Leipzig Sprachtandem / ملاقات و معاوضهٔ زبان";"زبان";"Augustusplatz ← 16, 15, 14, 12, 11, 10, 8, 7, 4 تراموای";"ساعات کار   دوشنبه ساعت 14 – 16  /  پنجشنبه ساعت 9– 11 ";"جهت ثبت نام برای پیدا کردن شخص مورد نظر برای یادگیری دوجانبه زبان های مختلف به لینک زیر مراجعه .فرمایید"
90;"Flüchtlingsrat e.V /شورای پناهندگان";"زبان";" Westplatz ← 14, 8, 2, 1 تراموای";"دوشنبه ساعت 11–12.30 مبتد  /       پنج شنبه ساعت 15 – 16.30 /     پیشرفته شنبه ساعت 13 – 15 پیشرفته";"در صورت نیاز امکان دوره اموزش رایگان شخصی نیز می باشد"
91;"Gesellschaft für Völkerverständigung";"زبان";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"چهارشنبه 15 ­— 17";"دوره اموزش زبان برای یادگیری مکالمات روزمره(ماهانه 8 یورو برای وسایل یادگیری)"
92;"Deutsch–Russisches Zentrum Sachsen e.V.";"زبان";"Connewitzer Kreuz ← 11, 10, 9 تراموای";"دوشنبه و چهارشنبه برای مبتدی ساعت 9 – 12  /   سه شنبه و چهارشنبه برای سطح باال ساعت 12 – 15";
93;"2ek";"زبان";" Breite Straße ← 4 تراموای";"So. 14—15.30 h";"Deutschkurs"
94;"ABC-Schule /مدرسه الفبا";"زبان";" Einertstraße ← 8, 3, 1 تراموای";;"جهت یادگیری الفبا زبان المانی می توانید در اینجا مراجعه نمایید که هر ساعت 1 یورو بایستی پرداخت  شود"
95;"Infobus";"زبان";;;"(Vermittlung von ÜbersetzterInnen)"
96;"Kinder–, Jugend– & Familienzentrum Grünau";"مکان های گردهمایی کودکان و نوجوانان";"Krakauerstr. ← 1 تراموای";"دوشنبه-جمعه ساعت 10 – 12";"محفل گردهمایی خانواده ها و کودکان برای انجام فعالیت های خالقانه و یادگیری مطالب مختلف"
97;"Jugendmigrationsdienst Leipzig";"مکان های گردهمایی کودکان و نوجوانان";" Mosenthinstraße ← 16 تراموای";;"برنامه ها و پروژه ها کودکان جهت ادغام بهتر انان در اجتماع المان همچنین مشاوره در امر مدرسه ، انتخاب شغل ، موسیقی و ورزش و اینترنت"
98;"Die Villa – Soziokulturelles Zentrum";"مکان های گردهمایی کودکان و نوجوانان";"Leibnizstr. ← 15, 7, 4, 3 تراموای  Gottschedstr. ← 14, 1 تراموای";"دوشنبه، جمعه 14–19 کارکردن با کامپیوتر و صخره نوردی برای کودکان باالی 9 سال  /  دوشنبه 17 ­– 18 یوگا  /  چهارشنبه 16.30– 18.30 سیرک برای کودکان 14–6 سال  /  چهار شنبه 17 –19 برای کودکان باالی 16 سال رقص افریقایی  /  چهار شنبه 19 از 16 سال به باال : تنیس،د";
99;"Begegnungsstätte Mühlstraße e.V.";"مکان های گردهمایی کودکان و نوجوانان";"Witzgallstr. ← 15, 12 تراموای Riebeck– / Oststraße ← 4 تراموای";;"برنامه هایی برای کودکان ، مادران ، خانواده ها در هر سطوح سنی .همچنین اشپزی های مختلف از کشور های مختلف و هنرهای نمایشی"
100;"2ek";"مکان های گردهمایی کودکان و نوجوانان";" Breite Straße ← 4 تراموای";"هر هفته در این مکان یک غذایی بصورت ازمایشی پخته می شود که مواد ان بصورت رایگان دریافت می شود , پنجشنبه ساعت 18.30 – 20.30";
101;"OFT Rabet";"مکان های گردهمایی کودکان و نوجوانان";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";;"گردهمایی در پارک شرقی الیپزیک- کیک بوکسینگ ،رقص برک و اشپزی در سه شنبه ها"
102;"Naomi e.V.";"مکان های گردهمایی کودکان و نوجوانان";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"سه شنبه –پنجشنبه ساعت 13 – 17";"سمینارها ، دوره های اموزشی خالقانه"
103;"MiO – Der Mädchentreff im Osten";"مکان های گردهمایی کودکان و نوجوانان";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";"چهارشنبه ساعت 15 ­— 18";"گردهمایی افراد مختلف برای برپایی مراسم هایی با فرهنگ های مختلف"
104;"G16 Fahrradselbsthilfewerkstatt / کارگاه تعمیرات دوچرخه";"کارگاه ها";" Gießerstraße ← 14 تراموای";"Do. 18 h";"(در این کارگاه هر شخص می تواند تعمیرات خودش را انجام دهد)"
105;"sublab";"کارگاه ها";" Karl-Heine–Str. / Merseburgerstr. ← 14 تراموای";"پنجشنبه ساعت زمان 18";"جهت مشاوره تعمیرات وسایل برقی مثل کامپیوتر و ضبط صوت و ... می توانید در اینجا مراجعه فرمایید"
106;"Fahrrad- und Holzwerkstatt / کارگاه دوچرخه و چوب";"کارگاه ها";" Lützner-/ Merseburger Str. ← 15, 8 تراموای";"Di. 18—20 h";
107;"Café Kaputt";"کارگاه ها";"G.–Schwarz- / Merseburger Str. ← 7 تراموای";"Mi. 15—19 h Heimwerken, Handwerk, Möbel, Spielzeug, Instrumente, Werkzeuge und Keramik, Haushaltsgegenstände , Do 16—18 h Elektronisches , Mi. 16—18 h Kleidung, Textilien, Schuhe";"Gegen Spende kannst du hier lernen, wie du deine Alltagsgegenstände reparieren kannst. Wir bieten Hilfe, Werkzeuge und Restteile für Reparaturen."
108;"2ek";"کارگاه ها";" Breite Straße ← 4 تراموای";"Mi. 16—18 h";"تعمیرات البسه"
109;"Wu";"کارگاه ها";"Reudnitz,Koehlerstr. ← 7, 4 تراموای";"Mo. 17 h 1. Di. im Monat ab 15 h Offene Textilwerkstatt";"Repaircafé"
110;"109";"Werkstätten";" Torgauer Platz ← 8, 3, 1 تراموای";"Mo. 13 h";"Keramikwerkstatt"
111;"Radsfatz Fahrradselbsthilfe / کارگاه دوچرخه سازی";"کارگاه ها";" Torgauer Platz ← 8, 3, 1 تراموای";"سه شنبه ساعت 14 – 18/  دومین و چهارمین چهارشنبه هر ماه ساعت 15– 19 /  پنجشنبه ساعت 12–18";
112;"Wagenplatz RhizomiA";"کارگاه ها";" Torgauer Platz ← 8, 3, 1 تراموای";"3. Di. im Monat 15 h";"تعمیرات البسه"
113;"Volkspark / Küchenholz پارک";"طبیعت";"Schwartzestraße ← 3 تراموای";;
114;"Markkleeberger See دریاچه";"طبیعت";"Schillerplatz ← 11 تراموای";;
115;"Cospudener See دریاچه";"طبیعت";"Roßplatz ← 9 تراموای";;
116;"Nahleberg کوه";"طبیعت";"Möckern ← 11, 10 تراموای";;
117;"Auensee دریاچه";"طبیعت";" Auensee ← 80 اتوبوس";;
118;"Rabet پارک";"طبیعت";" H.–Liebmann– / Eisenbahnstr.← 8, 3, 1 تراموای";;
119;"Naturbad Nord-Ost (Thekla-See) دریاچه";"طبیعت";"Thekla ← 9 تراموای";;
120;"Kulkwitzer See دریاچه";"طبیعت";"Lausen← 1, 2 تراموای";;
121;"Johannapark پارک";"طبیعت";" Westplatz ← 14, 8, 2, 1 تراموای";;
122;"Mariannenpark پارک";"طبیعت";" Stannebeinplatz ← 1 تراموای";;
123;"Lene-Voigt-Park پارک";"طبیعت";" Ostplatz ← 15, 12 تراموای";;
124;"Friedenspark پارک";"طبیعت";" Ostplatz  ← 15, 12 تراموای  Deutsche Nationalbibliothek ← 16, 2 تراموای";;
125;"Auewald پارک";"طبیعت";" Mathildenstraße ← 9 تراموای Connewitzer Kreuz ← 11, 10, 9 تراموای";;
