"ID";"name";"category";"arrival";"openinghours";"description"
116;"Nahleberg";"Природа";"Трамва́й 10,11, S-Bahn 1 → S-Bf. Möckern oder Авто́бус 67 → Leutzsch, Strbf";;
117;"Auensee";"Природа";"Авто́бус 80 → Auensee";;
118;"Rabet";"Природа";"Трамва́й 1, 3, 8, Авто́бус 70 → H.–Liebmann– / Eisenbahnstr.";;
119;"Naturbad Nord-Ost (Thekla-See, Bagger)";"Природа";"Трамва́й 9, Авто́бус 70, 79, 80, 81, 82, 83 → Thekla";;
120;"Kulkwitzer See";"Природа";"Трамва́й 1, 2 → Lausen";;
121;"Johannapark";"Природа";"Трамва́й 1, 2, 8, 14 → Westplatz";;
122;"Mariannenpark";"Природа";"Трамва́й 1 → Stannebeinplatz";;
123;"Lene-Voigt-Park";"Природа";"Трамва́й 12, 15, Авто́бус 60 → Ostplatz";;
124;"Friedenspark";"Природа";"Трамва́й 12, 15, Авто́бус 60 → Ostplatz oder Трамва́й 2, 16 → Deutsche Nationalbibliothek";;
125;"Auewald";"Природа";"Трамва́й 9 → Mathildenstraße oder Авто́бус 70 → Connewitzer Kreuz";;
126;"Wildpark";"Природа";"Трамва́й 9, Авто́бус 107 → Wildpark";;
127;"Fockeberg";"Природа";"Трамва́й 9, 10, 1 oder Авто́бус 70, 89 → HTWK";;
128;"Баскетбол и настольный теннис";"Спорт";"Трамва́й 4, Авто́бус 74, 79 → Kolmstr.";;
129;"Баскетбол";"Спорт";"Трамва́й 10, 16 → An der Märchenwiese";;
130;"Баскетбол и футбол";"Спорт";"Трамва́й 10, 16 → Moritz Hof";;
131;"Баскетбол, футбол, волейбол, настольный теннис и скейт-парк";"Спорт";"Трамва́й 1, 3, 8, Авто́бус 70 → H.–Liebmann– / Eisenbahnstr.";;
132;"K4 скалодром, футбол и волейбол";"Спорт";"Трамва́й 1, 2, Авто́бус 65 → Stuttgarter Allee";;
133;"Футбол";"Спорт";"Трамва́й 15 → Saturnstr.";;
134;"Футбол";"Спорт";"Трамва́й 8, 15, Авто́бус 66 → Parkallee";;
135;"Футбольная площадка с миниворотами и низкими баскетбольными корзинами";"Спорт";"Трамва́й 8, 15, Авто́бус 62, 65, S–Bahn 1 → Miltitzer Allee";;
136;"Баскетбол и футбол";"Спорт";"Трамва́й 8, 15 → Grünauer Allee";;
137;"Баскетбол и футбол";"Спорт";"Трамва́й 4, Авто́бус 85, 90 oder S–Bahn 1 → Coppiplatz";;
138;"Баскетбол и волейбол";"Спорт";"Трамва́й 12, 15 → Gutenbergplatz";;
139;"Баскетбол";"Спорт";"Трамва́й 2, 16, Авто́бус 74 → Deutsche Nationalbibliothek";;
140;"Футбол";"Спорт";"Трамва́й 2, 16, Авто́бус 74 → Deutsche Nationalbibliothek";;
141;"Футбол";"Спорт";"Трамва́й 4, 7 → Gerichtsweg";;
142;"Баскетбол";"Спорт";"Трамва́й 10, 11, Авто́бус 60, 74 → K.–Liebknecht- / K.–Eisner–Str.";;
