"ID";"name";"category";"arrival";"openinghours";"description"
40;"Centro sociocultural
Die VILLA–Soziokulturelles Zentrum";"Internet y Teléfono";"tranvía 3, 4, 7, 15 → Leibnizstr. o tranvía 1, 14 → Gottschedstr.";"lunes—viernes 14—19 h";"Ordenadores disponibles gratis"
41;"Libelle";"Internet y Teléfono";"tranvía 1, 2, 8, 14 → Westplatz";"jueves 15—18 h";"Ordenadores disponibles"
42;"B12";"Internet y Teléfono";"Tram 10, 11 → Südplatz";" cada día a partir de 10 h";"Ordenadores disponibles gratis"
43;"Conne Island";"Internet y Teléfono";"tranvía 9 → Koburger Brücke";"martes—jueves 17—20 h";"Infoladen ( información )"
44;"LinXXnet";"Internet y Teléfono";"tranvía 9, 10, 11, bus 70, 89, 107 → Connewitzer Kreuz";"lunes—viernes 10—18.30 h";
45;"109";"Internet y Teléfono";"tranvía 3, 8 → Torgauer Platz";"jueves 11—15 h";"Internet, impresora, escáner, copiadora"
46;"Wagenplatz RhizomiA";"Internet y Teléfono";"tranvía 3, 8 → Torgauer Platz";"domingo 14 h";"Oficina e información"
47;"Servicio de caritas y de muebles
Caritasladen und Möbeldienst";"Ropa y cosas";"tranvía 8, 15 → Grünauer Allee";"lunes 12—17 h , martes—viernes 10—17 h";"Ropa, juguetes, material escolar y
Muebles"
48;"Casa para gente mayor, autoayuda
Leipzig
Seniorenhaus Selbsthilfe Leipzig
Plagwitz e.V.";"Ropa y cosas";"tranvía 3, 14, bus 74 → Felsenkeller";"miércoles, viernes 10—17 h";"Ropa y enseres domésticos, partida de
Cartas"
49;"Advent Wohlfahrtswerk e.V.";"Ropa y cosas";"tranvía 14 → Nonnenstr.";" 1. u. 3. miércoles del mes 13—17 h";"Ropa gratis: ropa interior, ropa para
bebés y niñxs"
50;"Cruz Roja
DRK Kleiderkammer";"Ropa y cosas";"tranvía 3, 14, bus 74 → Felsenkeller";"lunes, martes, jueves 10—12 h , miércoles 13—17 h , viernes 10—12 h";"Ropa de todo tipo y objetos domésticos"
51;"Diakonie Passgenau";"Ropa y cosas";"tranvía 10, 11 → Dantestraße";"martes—viernes 11—18 h";"Ropa, enseres domésticos, juguetes"
52;"Diakonie Leipziger Oase";"Ropa y cosas";"tranvía 4, 7, 12, 15, bus 690 → Johannisplatz";"miércoles, viernes 10—14 h";"Ropa, enseres domésticos, juguetes"
53;"Cruz Roja
DRK Kreisverband Leipzig Stadt e.V.";"Ropa y cosas";"tranvía 10, 11 → K.–Liebknecht–Str. / K.–Eisnerstr.";"lunes 8—12 h, 13—17 h ,  martes 14—18 h , miércoles 9—12 h, 14—17 h";"Ropa de todo tipo y objetos domésticos"
54;"Con Han Hop";"Ropa y cosas";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";"viernes 15 h";
55;"N.U.R.";"Ropa y cosas";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";"jueves 19 h";
56;"Asociación de vecinxs
Bürgerverein Schönefeld";"Ropa y cosas";"tranvía 1 → Stöckelstraße";"lunes—jueves 9—12 h, 14—17 h, viernes 9—12 h";"Ropa, objetos para bebés, juguetes,
material escolar, libros"
57;"Alcohólicos Anónimos";"Asistencia médica y
Psicológica";;;"Hay encuentros de los Alcohólicos
Anónimos en diferentes distritos cada
día menos los domingos. La lista de
direcciones y horarios está en la pági-
na web :"
58;"Cruz Roja
DRK Kreisverband Leipzig Stadt e.V.";"Asistencia médica y
Psicológica";"tranvía 10, 11 → K.–Liebknecht–Str. / K.–Eisnerstr.";"lunes, jueves 9—14 h";"Consulta para embarazos y asesoría
Familiar"
59;"Medinetz Leipzig";"Asistencia médica y
Psicológica";"tranvía 10, 11 → K.–Liebknecht–Str. / K.–Eisnerstr.";"martes 16—18 h Sprechstunde";"Mediación y asesoramiento no estatal,
gratuito y anónimo. En las consultas
semanales se concretan las horas con
lxs médicos que se han puesto a dispo-
sición para hacer visitas baratas y
confi denciales."
60;"Haus Steinstraße e.V.";"Asistencia médica y
Psicológica";"tranvía 10, 11 → K.–Liebknecht–Str. / K.–Eisnerstr.";;"Ofertas de asesoría psicológica
Hay que pedir cita"
61;"Ayuda Sida–Aids Hilfe Leipzig e.V.";"Asistencia médica y
Psicológica";"tranvía 1 → Ossietzky- / Gorkistraße";"martes, jueves 15—21 h ,  1. lunes del mes 13—15 h,  4. miércoles del mes 16—18 h";"Asesoría y asistencia para casos de
afectadxs por el sida u otras enferme-
dades de transmisión sexual."
62;"Conne Island";"Música";"tranvía 9 → Koburger Brücke";;"Teatro, lecturas a cambio"
63;"Müzik–Stüdyo.74";"Música";"tranvía 3 → Volksgarten";;"Música para la gente: aquí puedes
encontrar a personas que hacen músi-
ca, con o sin conocimiento previo. Hay
salas de ensayo, un estudio, equipo de
sonido e instrumentos. Hay músicxs
que están allí y te pueden ayudar."
64;"Salve";"Asesoría legal y social";"tranvía 8, 15 → Lützner-/ Merseburger Str.";"lunes—viernes 9.30—17 h";"Contacto y asesoramiento para perso-
nas migrantes en el oeste de Leipzig.
Ayuda para ir a instituciones públicas
como para asuntos de vivienda y ofer-
tas educativas."
65;"Caritashaus Leipzig";"Asesoría legal y social";"tranvía 1, 2, 8, 14 → Westplatz";"lunes 14 — 17 h , viernes 9 — 12 h";
66;"RefugeeLawClinic";"Asesoría legal y social";"tranvía 2, 8, 9, 10, 11, 14 → Wilhelm–Leuschner–Platz";;"Rechtsberatung von geflüchteten Menschen"
67;"Cruz Roja
DRK Kreisverband Leipzig Stadt e.V.";"Asesoría legal y social";"tranvía 10, 11 → K.–Liebknecht–Str. / K.–Eisnerstr.";"martes 12—14 h , jueves 9 — 11 h";"Asesoramiento para personas
Migrantes"
68;"Haus Steinstraße e.V.";"Asesoría legal y social";"tranvía 9, 10, 11 → HTWK";"cita previa";"Consultation juridique, cita previa"
69;"LinXXnet";"Asesoría legal y social";"tranvía 9, 10, 11, bus 70, 89, 107 → Connewitzer Kreuz";"miércoles 10—16 h";"Asesoría social"
70;"2ek";"Asesoría legal y social";"tranvía 4 → Breite Straße";" 2. u. 4. jueves del mes 16—18 h";"Consultation sociale"
71;"Atari";"Asesoría legal y social";"tranvía 4 → Breite Straße";"domingo 15 h";
72;"Encuentro de ciudadanxs
Bürgertreff Volkmarsdorf";"Asesoría legal y social";"tranvía 3, 8 → Torgauer Platz";"lunes 13—15 h, miércoles—viernes 9—18 h Asesoramiento social ,  1er lunes del mes 13—15 h,  4° miércoles del mes 16—18 h";"Ofertas de asesoría intercultural en
diferentes idiomas (alemán, ruso,
rumano, árabe, curdo, castellano, turco,
Vietnamita)."
73;"Infobus";"Asesoría legal y social";"tranvía 3 → Arcus Park.";"miércoles 17 h";"Mobile Rechtsberatung"
74;"Islamic Al–Sahra Center e.V.";"Espacios espirituales
y religiosos";"tranvía 3, 7, 8, 15, bus 74, 130, 131 → Angerbrücke";;
75;"Sinagoga y centro de encuentro
Synagoge und Begegnungszentrum
Leipzig e.V.";"Espacios espirituales
y religiosos";"tranvía 4, 7, 12, 15, bus 690 → Johannisplatz";;
76;"Parroquia evangélica luterana
St. Trinitatis
Evangelisch–Lutherische St. Trinitatis
Gemeinde Leipzig";"Espacios espirituales
y religiosos";"tranvía 2, 8, 9, 10, 11, 14 → Wilhelm–Leuschner–Platz";;
77;"Leipzig English Church";"Espacios espirituales
y religiosos";"tranvía 10, 11, bus 60, 74 → K.–Liebknecht- / K.–Eisner–Str.";"domingo 10.30 h u. 18.30 h";"Casa parroquial (Gemeindehaus)
Andreaskirche"
78;"Iglesia rusa
Russische Gedächtniskirche";"Espacios espirituales
y religiosos";"tranvía 2, 16, bus 74 → Deutsche Nationalbibliothek";"domingo 10 h";
79;"Ukranian Greek Catholic Church
Parroquia romana–católica
St. Laurentius";"Espacios espirituales
y religiosos";"tranvía 4, bus 70, S–Bahn 1, 3 → Ribeck– / Stötteritzerstr.";"domingo 14 h";"(Römisch-katholische Pfarrei St. Laurentius)"
80;"Parroquia evangélica coreana
Evangelische Koreanische Gemeinde
in Leipzig e.V.";"Espacios espirituales
y religiosos";"tranvía 1, 3, 8 → Einertstraße";"domingo 11 h";
81;"Centro para cultura islámica e
investigación
Leipziger Zentrum für islamische
Kultur und Forschung e.V.";"Espacios espirituales
y religiosos";"tranvía 1, 3, 8 → Einertstraße";"Azalá del viernes en turco: horariode verano 14h/ horario de invierno 13h";"Takva mezquita"
82;"Espacio Ahmadiyya Muslim
Ahmadiyya Muslim Gemeinde";"Espacios espirituales
y religiosos";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";"horariode verano 14h, horario de invierno 13h";"Freitagsgebet"
83;"Centro vietnamita-budista
Vietnamesisch–Buddhistische
Gemeinde in Leipzig und
Umgebung e.V.";"Espacios espirituales
y religiosos";"tranvía 3 → Bautznerstr.";"domingo 10—16 h";
84;"Gurdwara Gurmat Parchar e.V.";"Espacios espirituales
y religiosos";"tranvía 7, 8, bus 90 → Barbarastr.";"Cada dia 8—20 h";
85;"Salve";"Idioma";"tranvía 8, 15 → Lützner-/ Merseburger Str.";;"(Vermittlung von ÜbersetzterInnen)"
86;"Salve";"Idioma";"tranvía 8, 15 → Lützner-/ Merseburger Str.";"lunes, miércoles 10.30—12 h principiantes , martes, jueves 13.30—15 h avanzado";"En estos cursos puedes aprender
idiomas gratuitamente (puede ser que
haya que contribuir algo para el material)"
87;"Centro sociocultural
Die VILLA–Soziokulturelles Zentrum";"Idioma";"tranvía 3, 4, 7, 15 → Leibnizstr. o tranvía 1, 14 → Gottschedstr.";"martes 20 h Soirée Polyglotte";"Cada semana en el Cafe Neulichts, en
el sótano de la Villa: Soiree Polyglotte
– encuentro abierto, diferentes idio-
mas. Lxs visitantes se encuentran en
un ambiente familiar, en cada una de
las mesas se habla un idioma."
88;"Caritashaus Leipzig";"Idioma";"tranvía 1, 2, 8, 14 → Westplatz";"martes 13.30 — 15 h avanzado, Do 13.30 — 15 h conversación";
89;"Tandem de idiomas
Uni Leipzig Sprachtandem";"Idioma";"tranvía 4, 7, 8, 10, 11, 12, 14, 15, 16 → Augustusplatz";"lunes 14—16 h, jueves 9—11 h horarios:";"También para no estudiantes: mediaci-
ón de tándems de idiomas para ayu-
darse mútuamente y practicar diferen-
tes idiomas (apuntarse en la página
web: www.sprachtandem-leipzig.de)"
90;"Flüchtlingsrat e.V.";"Idioma";"tranvía 1, 2, 8, 14 → Westplatz";"lunes 11 — 12.30 h , jueves 15 - 16.30 h principiantes, jueves 13- 15 h avanzado";"A demanda también se hace interme-
diación para clases particulares gratui-
Tas."
91;"Mediación intercultural
Gesellschaft für Völkerverständigung";"Idioma";"tranvía 9, 10, 11, bus 70, 89, 107 → Connewitzer Kreuz";"miércoles 15—17 h";"Cursos de idiomas para principiantes
para orientarse mejor en la vida diaria
(8 euros al mes para el material)"
92;"Centro ruso-alemán
Deutsch–Russisches Zentrum
Sachsen e.V.";"Idioma";"tranvía 9, 10, 11, bus 70, 89, 107 → Connewitzer Kreuz";"lunes, miércoles 9 — 12 h principiantes, martes, jueves 12—15h avanzado";
93;"2ek";"Idioma";"tranvía 4 → Breite Straße";"domingo 14—15.30 h";"Deutschkurs"
94;"Escuela ABC–Schule";"Idioma";"tranvía 1, 3, 8 → Einertstraße";;"Alfabetización, leer, escribir y cursos de
alemán (para solicitantes de asilo/
personas migrantes a cambio de una
colaboración mínima, p.ej 1€ / hora)"
95;"Infobus";"Idioma";;;
96;"Centro para familias, niñxs, jóvenes
Kinder–, Jugend– & Familienzentrum
Grünau ( Caritasverband Leipzig e.V. )";"Encuentros para niñxs
y adolescentes";"tranvía 1 → Krakauerstr.";"lunes—viernes 10—12 h";"Oferta de ocio y asesoramiento para
niñxs, adolescentes y familias,
encuentro abierto y café, talleres crea-
tivos y agenda cultural."
97;"Jugendmigrationsdienst Leipzig";"Encuentros para niñxs
y adolescentes";"tranvía 16 → Mosenthinstraße";;"Angebote, Projekte und Unterstützung zur Integration von zugewanderten Kindern, Jugendlichen und jungen Erwachsenen in den Bereichen Schule, Ausbildung, Beruf, Musik, Sport und Internet."
98;"Centro sociocultural–Die VILLA
Soziokulturelles Zentrum";"Encuentros para niñxs
y adolescentes";"tranvía 3, 4, 7, 15 → Leibnizstr. o tranvía 1, 14 → Gottschedstr.";"lunes, viernes 14—19 h Ordenadores disponibles gratis, Boldern an der Kletterwand (für Kinder ab 9 Jahren) lunes 17—18 h , Hatha Yoga miércoles 16.30—18.30 h , circo
(para niñxs de 6–14 años) miércoles 17—19 h , danza del
África occidental (a partir de 1";
99;"Lugar de encuentro
Begegnungsstätte Mühlstraße e.V.";"Encuentros para niñxs
y adolescentes";"tranvía 12, 15 → Witzgallstr. o tranvía 4, bus 60, 70 → Riebeck– / Oststraße";;"Acontecimientos creativos y sociales
para todas las edades: por ejemplo
grupos de madres e hijxs, tardes de
familia, cocina intercultural, cursos de
clown y percusión."
100;"2ek";"Encuentros para niñxs
y adolescentes";"tranvía 4, bus 70, 72, 73 → Breite Str.";"Taller de pintura: cada semana se
practica otra técnica de pintura.
Hay material a cambio de donación
( también para adultxs ).";
101;"OFT Rabet";"Encuentros para niñxs
y adolescentes";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";;"( Encuentro de ocio abierto en el
parque Stadtteilpark Rabet ) Kickboxing,
Breakdance, Kochen am
Dienstag ( Cocinar los martes ), Q–Club
y mucho más."
102;"Naomi e.V.";"Encuentros para niñxs
y adolescentes";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";"martes, miércoles, jueves 13—17 h Computerstube";"Seminarios, cursos, espacio creativo"
103;"MiO – Der Mädchentreff im Osten";"Encuentros para niñxs
y adolescentes";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";"miércoles 15—18 h";"Intercultural / diversión / otros encuen-
tros / ser creativas y apoyarse mútua-
mente con los deberes."
104;"Taller de bici de autoayuda
G16 Fahrradselbsthilfewerkstatt";"Talleres";"tranvía 14 → Gießerstraße";"jueves 18 h";
105;"sublab";"Talleres";"tranvía 14 → Karl-Heine–Str. / Merseburgerstr.";"jueves 18 h";
106;"Taller de bici y madera
Fahrrad– und Holzwerkstatt";"Talleres";"tranvía 8, 15 → Lützner-/ Merseburger Str.";"martes 18—20 h";
107;"Café Kaputt";"Talleres";"tranvía 7 → G.–Schwarz- / Merseburger Str.";"miércoles 15—19 h Trabajos de bricolaje, muebles,
Juguetes, instrumentos, herramien
tas, cerámica, objetos domésticos , Do 16—18 h electrodomésticos , miércoles 16—18 h Ropa, textil, zapatos";"Gegen Spende kannst du hier lernen, wie du deine Alltagsgegenstände reparieren kannst. Wir bieten Hilfe, Werkzeuge und Restteile für Reparaturen."
108;"2ek";"Talleres";"tranvía 4 → Breite Straße";"miércoles 16—18 h";"Taller textil abierto"
109;"Wu";"Talleres";"tranvía 4, 7, bus 72, 73 → Reudnitz,Koehlerstr.";"lunes 17 h 1. martes im Monat ab 15 h Offene Textilwerkstatt";"Repaircafé"
110;"109";"Talleres";"tranvía 3, 8 → Torgauer Platz";"lunes 13 h";"Keramikwerkstatt"
111;"Taller de bici de autoayuda
Radsfatz Fahrradselbsthilfe";"Talleres";"tranvía 3, 8 → Torgauer Platz";"martes 14—18 h , jueves 12—18 h , 2. / 4. miércoles del mes 15—19 h";
112;"Wagenplatz RhizomiA";"Talleres";"tranvía 3, 8 → Torgauer Platz";"martes desde 16 h";"Taller textil abierto"
113;"Volkspark / Küchenholz";"Naturaleza";"tranvía 3 → Schwartzestraße o bus 60 → Rödelstraße";;
114;"Markkleeberger See";"Naturaleza";"tranvía 11 → Schillerplatz";;
115;"Cospudener See";"Naturaleza";"tranvía 9 → Roßplatz o bus 65 → Cospudener-See, Nordstrand";;
116;"Nahleberg";"Naturaleza";"tranvía 10,11, S-Bahn 1 → S-Bf. Möckern o bus 67 → Leutzsch, Strbf";;
117;"Auensee";"Naturaleza";"bus 80 → Auensee";;
118;"Rabet";"Naturaleza";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";;
119;"Naturbad Nord-Ost (Thekla-See, Bagger)";"Naturaleza";"tranvía 9, bus 70, 79, 80, 81, 82, 83 → Thekla";;
120;"Kulkwitzer See";"Naturaleza";"tranvía 1, 2 → Lausen";;
121;"Johannapark";"Naturaleza";"tranvía 1, 2, 8, 14 → Westplatz";;
122;"Mariannenpark";"Naturaleza";"tranvía 1 → Stannebeinplatz";;
123;"Lene-Voigt-Park";"Naturaleza";"tranvía 12, 15, bus 60 → Ostplatz";;
124;"Friedenspark";"Naturaleza";"tranvía 12, 15, bus 60 → Ostplatz o tranvía 2, 16 → Deutsche Nationalbibliothek";;
125;"Auewald";"Naturaleza";"tranvía 9 → Mathildenstraße o bus 70 → Connewitzer Kreuz";;
126;"Wildpark";"Naturaleza";"tranvía 9, bus 107 → Wildpark";;
127;"Fockeberg";"Naturaleza";"tranvía 9, 10, 1 o bus 70, 89 → HTWK";;
128;"Baloncesto y ping pong";"Deporte";"tranvía 4, bus 74, 79 → Kolmstr.";;
129;"Baloncesto";"Deporte";"tranvía 10, 16 → An der Märchenwiese";;
130;"Campo de fútbol, césped";"Deporte";"tranvía 10, 16 → Moritz Hof";;
131;"Baloncesto, fútbol, volley en Rabet";"Deporte";"tranvía 1, 3, 8, bus 70 → H.–Liebmann– / Eisenbahnstr.";;
132;"Rocódromo K4, campo de fútbol y
Volley";"Deporte";"tranvía 1, 2, bus 65 → Stuttgarter Allee";;
133;"Campo de fútbol";"Deporte";"tranvía 15 → Saturnstr.";;
134;"Campo de fútbol";"Deporte";"tranvía 8, 15, bus 66 → Parkallee";;
135;"Campo de fútbol con porterías peque-
ñas y canasta de baloncesto baja";"Deporte";"tranvía 8, 15, bus 62, 65, S–Bahn 1 → Miltitzer Allee";;
136;"Canasta de baloncesto, portería";"Deporte";"tranvía 8, 15 → Grünauer Allee";;
137;"Baloncesto y fútbol";"Deporte";"tranvía 4, bus 85, 90 o S–Bahn 1 → Coppiplatz";;
138;"Campo de baloncesto y volley";"Deporte";"tranvía 12, 15 → Gutenbergplatz";;
139;"Campo de baloncesto";"Deporte";"tranvía 2, 16, bus 74 → Deutsche Nationalbibliothek";;
140;"Campo de fútbol, césped";"Deporte";"tranvía 2, 16, bus 74 → Deutsche Nationalbibliothek";;
141;"Campo de fútbol";"Deporte";"tranvía 4, 7 → Gerichtsweg";;
142;"Campo de baloncesto";"Deporte";"tranvía 10, 11, bus 60, 74 → K.–Liebknecht- / K.–Eisner–Str.";;
